MetarString
ZSNJ 092300Z 05002MPS 020V080 5000 BR NSC 05/05 Q1023 NOSIG
ZSNJ 100000Z VRB01MPS 5000 BR NSC 06/06 Q1025 NOSIG
ZSNJ 100100Z VRB01MPS 6000 NSC 07/06 Q1025 NOSIG
ZSNJ 100200Z 07002MPS 7000 NSC 08/06 Q1024 NOSIG
ZSNJ 100300Z 09002MPS 050V120 CAVOK 10/05 Q1024 NOSIG
ZSNJ 100400Z 08002MPS 010V170 CAVOK 11/05 Q1024 NOSIG
ZSNJ 100500Z 07002MPS 010V120 CAVOK 12/05 Q1023 NOSIG
ZSNJ 100600Z 09002MPS 020V190 CAVOK 13/06 Q1022 NOSIG
ZSNJ 100700Z 02002MPS 350V070 CAVOK 12/06 Q1022 NOSIG
ZSNJ 100800Z 03002MPS 360V070 CAVOK 12/06 Q1022 NOSIG
ZSNJ 100900Z 07004MPS CAVOK 12/06 Q1022 NOSIG
ZSNJ 101000Z 11004MPS CAVOK 11/05 Q1022 NOSIG
ZSNJ 101100Z 10005MPS CAVOK 11/05 Q1022 NOSIG
ZSNJ 101200Z 10004MPS CAVOK 10/05 Q1023 NOSIG
ZSNJ 101300Z 11004MPS 8000 NSC 10/05 Q1022 NOSIG
ZSNJ 101400Z 12002MPS CAVOK 10/05 Q1023 NOSIG
ZSNJ 101500Z 11004MPS 8000 NSC 10/06 Q1023 NOSIG
ZSNJ 221600Z 07005MPS CAVOK 06/01 Q1026 NOSIG
ZSNJ 221700Z 08007MPS CAVOK 06/01 Q1026 NOSIG
ZSNJ 221700Z 08007MPS CAVOK 06/01 Q1026 NOSIG
ZSNJ 221900Z 07006MPS CAVOK 05/02 Q1025 NOSIG
ZSNJ 222000Z 07006MPS CAVOK 05/02 Q1024 NOSIG
ZSNJ 222100Z 07005MPS CAVOK 05/02 Q1025 NOSIG
ZSNJ 222200Z 07006MPS CAVOK 05/02 Q1025 NOSIG
ZSNJ 222300Z 07007MPS CAVOK 05/02 Q1026 NOSIG
ZSNJ 230000Z 08006MPS CAVOK 06/02 Q1026 NOSIG
ZSNJ 230100Z 08008MPS CAVOK 08/02 Q1026 NOSIG
ZSNJ 230200Z 09007MPS CAVOK 10/02 Q1026 NOSIG
ZSNJ 230300Z 08008MPS 060V120 CAVOK 11/02 Q1025 NOSIG
ZSNJ 230400Z 09008MPS CAVOK 13/01 Q1024 NOSIG
ZSNJ 230500Z 10007MPS CAVOK 14/00 Q1023 NOSIG
ZSNJ 230600Z 11008MPS CAVOK 15/M00 Q1021 NOSIG
ZSNJ 230600Z 11008MPS CAVOK 15/M00 Q1021 NOSIG
ZSNJ 230800Z 09007MPS CAVOK 14/01 Q1021 NOSIG
ZSNJ 230900Z 10007MPS CAVOK 14/01 Q1020 NOSIG
ZSNJ 231000Z 11007MPS CAVOK 13/01 Q1020 NOSIG
ZSNJ 231100Z 09006MPS CAVOK 12/02 Q1021 NOSIG
ZSNJ 231100Z 09006MPS CAVOK 12/02 Q1021 NOSIG
ZSNJ 231300Z 08009MPS CAVOK 09/02 Q1022 NOSIG
ZSNJ 231400Z 08007MPS CAVOK 08/02 Q1022 NOSIG
ZSNJ 231500Z 09007MPS CAVOK 08/02 Q1022 NOSIG
ZSNJ 250400Z 32002MPS 290V360 5000 -RA BR BKN010 OVC030 09/09 Q1016 BECMG TL0450 BKN009 OVC030
ZSNJ 281600Z 00000MPS 3500 -DZ BR SCT006 OVC033 12/12 Q1015 BECMG TL1750 2800 BKN006 OVC030
ZSNJ 281700Z 00000MPS 2900 BR BKN009 OVC033 12/12 Q1016 NOSIG
ZSNJ 281800Z VRB01MPS 2800 BR SCT011 OVC033 12/12 Q1016 NOSIG
ZSNJ 281900Z 19002MPS 160V240 2200 -RA BR SCT010 OVC026 12/12 Q1016 NOSIG
ZSNJ 282000Z 33002MPS 290V350 2500 -RA BR SCT010 OVC023 12/12 Q1015 NOSIG
ZSNJ 282100Z 31002MPS 280V350 2800 BR SCT007 OVC023 12/12 Q1016 BECMG TL2250 3000 BKN007 OVC023
ZSNJ 282200Z 28003MPS 250V310 3500 -RA BR BKN005 OVC020 11/11 Q1016 NOSIG
ZSNJ 282300Z 29003MPS 4000 -DZ BR BKN011 OVC026 11/11 Q1017 NOSIG
ZSNJ 010000Z 28003MPS 4000 -RA BR BKN010 OVC020 11/11 Q1018 BECMG TL0130 BKN009 OVC020
ZSNJ 010100Z 30002MPS 270V330 5000 -RA BR SCT010 OVC017 11/11 Q1018 BECMG TL0230 BKN013 OVC020
ZSNJ 010200Z 30002MPS 270V330 4500 -RA BR BKN010 OVC046 12/12 Q1018 BECMG TL0340 BKN015
ZSNJ 010300Z 29003MPS 5000 -RA BR BKN007 OVC017 12/12 Q1019 BECMG 36005MPS BKN012 OVC020
ZSNJ 010400Z 31005MPS 280V340 4500 -RA BR BKN007 OVC020 11/11 Q1019 BECMG TL0530 BKN010 OVC026
ZSNJ 010500Z 32005MPS 9000 -RA BKN009 OVC020 10/10 Q1019 BECMG TL0640 BKN010
ZSNJ 010600Z 35005MPS 5000 -RA BR BKN009 OVC023 09/09 Q1020 BECMG TL0750 BKN010
ZSNJ 010700Z 34005MPS 7000 -RA BKN010 OVC023 08/08 Q1021 BECMG TL0850 BKN015 OVC030
ZSNJ 010800Z 35003MPS 320V020 9999 -RA BKN010 OVC018 08/08 Q1022 BECMG TL0930 BKN015 OVC026
ZSNJ 010900Z 36003MPS 330V030 9999 -RA BKN014 07/07 Q1023 BECMG TL1030 BKN015
ZSNJ 011000Z 36003MPS 320V040 8000 -RA BKN011 OVC023 07/07 Q1024 BECMG TL1130 BKN015 OVC030
ZSNJ 011100Z 35003MPS 320V020 9999 -RA BKN011 07/06 Q1025 BECMG TL1230 BKN015
ZSNJ 011200Z 35004MPS 310V040 9999 -RA BKN014 06/05 Q1026 BECMG TL1330 BKN015
ZSNJ 011300Z 35003MPS 9999 -RA BKN011 OVC017 05/04 Q1027 BECMG TL1430 BKN015 OVC026
ZSNJ 011400Z 01003MPS 330V070 9999 BKN011 OVC020 05/04 Q1028 BECMG TL1530 BKN015 OVC026
ZSNJ 011500Z 33003MPS 300V360 8000 BKN011 OVC020 05/04 Q1028 BECMG TL1630 BKN015 OVC026
ZSNJ 081600Z 11003MPS 3000 -RA BR BKN006 OVC030 09/09 Q1024 BECMG TL1730 2500
ZSNJ 081700Z 10004MPS 2800 -RA BR BKN006 OVC030 09/09 Q1024 NOSIG
ZSNJ 081800Z 07002MPS 2500 -RA BR BKN006 OVC030 09/09 Q1024 NOSIG
ZSNJ 081900Z 05002MPS 010V090 2200 -RA BR BKN004 OVC030 09/09 Q1024 NOSIG
ZSNJ 082000Z 11003MPS 2500 -RA BR BKN004 OVC030 08/08 Q1024 NOSIG
ZSNJ 082100Z 09003MPS 2500 -RA BR BKN004 OVC030 08/08 Q1024 BECMG TL2230 3000 BKN008 OVC033
ZSNJ 082100Z 09003MPS 2500 -RA BR BKN004 OVC030 08/08 Q1024 BECMG TL2230 3000 BKN008 OVC033
ZSNJ 082300Z 09002MPS 070V130 3200 BR BKN006 OVC030 08/08 Q1025 BECMG TL0030 BKN010 OVC033
ZSNJ 082300Z 09002MPS 070V130 3200 BR BKN006 OVC030 08/08 Q1025 BECMG TL0030 BKN010 OVC033
ZSNJ 090100Z 08003MPS 3000 BR BKN008 OVC033 09/09 Q1027 BECMG TL0230 BKN010 OVC033
ZSNJ 090200Z 07004MPS 1100 R06/1400N R07/1200N -DZ BR BKN006 OVC026 09/09 Q1027 BECMG TL0330 2000 BKN010 OVC030
ZSNJ 090300Z 08004MPS 2000 BR BKN007 OVC033 09/09 Q1027 BECMG TL0430 3000 BKN010 OVC033
ZSNJ 090400Z 05002MPS 360V070 3000 BR SCT007 OVC033 09/09 Q1027 NOSIG
ZSNJ 090500Z 06003MPS 3000 BR SCT008 OVC030 10/09 Q1027 NOSIG
ZSNJ 090600Z 06002MPS 4500 BR SCT009 OVC033 10/09 Q1026 NOSIG
ZSNJ 090700Z 10002MPS 030V140 3500 BR SCT009 OVC033 10/08 Q1026 BECMG TL0830 BKN010 OVC033
ZSNJ 090800Z 08002MPS 040V110 4000 BR BKN014 11/08 Q1026 BECMG TL0930 BKN016
ZSNJ 090900Z 04002MPS 360V070 6000 BKN020 11/08 Q1026 NOSIG
ZSNJ 091000Z VRB01MPS 7000 SCT030 10/07 Q1027 NOSIG
ZSNJ 091100Z 12002MPS 7000 NSC 10/07 Q1027 NOSIG
ZSNJ 091200Z VRB01MPS 6000 BKN026 09/08 Q1028 NOSIG
ZSNJ 091300Z VRB01MPS 5000 BR SCT033 08/08 Q1029 NOSIG
ZSNJ 091400Z 10002MPS 4500 BR BKN040 08/08 Q1029 NOSIG
ZSNJ 091500Z 00000MPS 4000 BR BKN040 08/08 Q1029 BECMG TL1650 2800
ZSNJ 091600Z 00000MPS 3000 BR BKN040 07/07 Q1028 BECMG TL1650 2500
ZSNJ 091700Z VRB01MPS 3000 BR OVC040 07/07 Q1028 NOSIG
ZSNJ 091800Z 04001MPS 2500 BR OVC033 07/07 Q1028 NOSIG
ZSNJ 091900Z VRB01MPS 2800 BR OVC040 08/08 Q1028 NOSIG
ZSNJ 092000Z VRB01MPS 2800 BR OVC033 08/08 Q1027 NOSIG
ZSNJ 092100Z VRB01MPS 2800 BR OVC033 08/08 Q1028 BECMG TL2250 3000
ZSNJ 092200Z 12002MPS 090V150 2500 BR OVC033 09/09 Q1028 BECMG TL2350 3000
ZSNJ 092300Z 07005MPS 1400 R06/1900D R07/1800D BR FEW033 08/08 Q1028 BECMG TL0050 1500
ZSNJ 100000Z 08004MPS 2200 BR NSC 10/09 Q1028 BECMG TL0100 3000
ZSNJ 100100Z 11004MPS 4000 BR NSC 12/08 Q1029 NOSIG
ZSNJ 100200Z 11005MPS 8000 NSC 13/07 Q1029 NOSIG
ZSNJ 100200Z 11005MPS 8000 NSC 13/07 Q1029 NOSIG
ZSNJ 100400Z 13006MPS 100V160 9999 SCT040 16/06 Q1027 NOSIG
ZSNJ 100400Z 13006MPS 100V160 9999 SCT040 16/06 Q1027 NOSIG
ZSNJ 100600Z 11005MPS 9999 BKN040 15/06 Q1025 NOSIG
ZSNJ 100700Z 11007MPS 9999 SCT040 16/06 Q1024 NOSIG
ZSNJ 100800Z 11007MPS 9999 SCT040 15/06 Q1024 NOSIG
ZSNJ 100800Z 11007MPS 9999 SCT040 15/06 Q1024 NOSIG
ZSNJ 100800Z 11007MPS 9999 SCT040 15/06 Q1024 NOSIG
ZSNJ 101100Z 11005MPS 9999 SCT046 14/06 Q1024 NOSIG
ZSNJ 101200Z 10005MPS CAVOK 14/05 Q1024 NOSIG
ZSNJ 101300Z 11005MPS CAVOK 13/04 Q1024 NOSIG
ZSNJ 101400Z 12004MPS 9999 SCT046 13/03 Q1024 NOSIG
ZSNJ 101500Z 11004MPS 8000 -RA BKN046 13/02 Q1024 NOSIG
ZSNJ 151600Z 02002MPS 340V130 2000 BR BKN008 OVC026 15/15 Q1015 BECMG TL1730 3000
ZSNJ 151700Z 04003MPS 010V070 4000 BR BKN008 OVC033 14/14 Q1015 NOSIG
ZSNJ 151800Z 04002MPS 360V070 4000 BR SCT010 OVC040 14/14 Q1015 NOSIG
ZSNJ 151900Z 03003MPS 350V070 3500 BR SCT010 OVC040 14/14 Q1015 NOSIG
ZSNJ 152000Z 03003MPS 010V070 4000 BR FEW010 OVC040 13/13 Q1015 NOSIG
ZSNJ 152100Z 04003MPS 010V070 4000 BR OVC040 13/13 Q1016 NOSIG
ZSNJ 152200Z 05005MPS 010V080 2400 BR OVC033 12/12 Q1017 NOSIG
ZSNJ 152200Z 05005MPS 010V080 2400 BR OVC033 12/12 Q1017 NOSIG
ZSNJ 160000Z 06005MPS 2600 BR OVC040 12/11 Q1019 BECMG TL0130 3000
ZSNJ 160100Z 06004MPS 020V080 3000 BR BKN010 OVC033 12/11 Q1019 BECMG TL0230 BKN015
ZSNJ 160200Z 06005MPS 4000 BR BKN011 OVC033 13/11 Q1019 BECMG TL0350 BKN015
ZSNJ 160300Z 06006MPS 3000 BR BKN013 OVC033 13/11 Q1019 BECMG TL0430 BKN015
ZSNJ 160400Z 06004MPS 3500 BR BKN013 OVC040 14/11 Q1019 BECMG TL0530 BKN015
ZSNJ 160500Z 06005MPS 030V090 4000 BR BKN017 OVC040 14/11 Q1019 NOSIG
ZSNJ 160600Z 05004MPS 020V080 4000 BR BKN017 OVC040 14/11 Q1018 NOSIG
ZSNJ 160700Z 07006MPS 4000 BR BKN017 OVC040 14/11 Q1018 NOSIG
ZSNJ 160800Z 07007MPS 3500 BR BKN017 OVC040 13/11 Q1018 NOSIG
ZSNJ 160900Z 07007MPS 3000 BR BKN015 OVC033 12/11 Q1018 BECMG TL1030 2800 BKN013 OVC033
ZSNJ 161000Z 08005MPS 4000 BR BKN014 OVC033 12/10 Q1019 BECMG TL1030 BKN015
ZSNJ 161100Z 09004MPS 5000 BR BKN026 13/10 Q1019 NOSIG
ZSNJ 161200Z 07004MPS 5000 BR BKN030 12/10 Q1020 NOSIG
ZSNJ 161200Z 07004MPS 5000 BR BKN030 12/10 Q1020 NOSIG
ZSNJ 161400Z 08006MPS 8000 -RA SCT030 11/05 Q1020 NOSIG
ZSNJ 161500Z 09006MPS CAVOK 10/05 Q1020 NOSIG
ZSNJ 260100Z 14004MPS 110V170 CAVOK 19/08 Q1017 NOSIG
ZSNJ 260200Z 14004MPS 110V170 CAVOK 20/08 Q1016 NOSIG
ZSNJ 260300Z 18004MPS 100V210 CAVOK 23/09 Q1015 NOSIG
